folder_name,subject_code,subject_name,grade,class_code,class_room,semester,day_time,classification,credit
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,25,Ｇ３３０３,後期,木Ⅳ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,26,Ｇ３２０１,後期,水Ⅱ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,27,Ｇ３３０３,後期,金Ⅰ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,28,Ｇ２３０９（ＬＬ教室）,後期,金Ⅱ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,29,Ｇ２４０９,後期,月Ⅳ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,2A,Ｇ３２０１,後期,月Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,2B,Ｇ３５０１,後期,月Ⅰ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,2C,Ｇ３３０３,後期,木Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,2D,Ｇ２５０７,後期,木Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,31,Ｇ２３０９（ＬＬ教室）,後期,金Ⅰ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,32,Ｇ３３０１,後期,金Ⅱ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,33,Ｇ２５０５,後期,火Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,34,Ｇ２４０９,後期,木Ⅳ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,35,Ｇ３３０２,後期,木Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,36,Ｇ３２０３,後期,木Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,37,自－２０３,後期,水Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,38,Ｇ３４０２,後期,水Ⅱ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,39,Ｇ３５０４,後期,月Ⅰ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,3A,Ｇ２３０９（ＬＬ教室）,後期,月Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,41,Ｇ３２０１,後期,火Ⅲ,選択,1
（共通）,G2828000,英語Ｆ：現代比較文化英語２,2年・3年・4年,42,Ｇ３３０１,後期,木Ⅲ,選択,1
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,11,Ｇ２４０８,前期,月Ⅳ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,12,Ｇ３４０２,前期,水Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,13,Ｇ３３０１,前期,月Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,14,Ｇ３２０２,前期,月Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,15,Ｇ３２０２,後期,月Ⅳ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,16,Ｇ３３０１,前期,木Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,17,Ｇ２５０７,後期,水Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,18,Ｇ２５０７,後期,水Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,19,Ｇ２５０７,前期,金Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,1A,Ｇ２５０５,前期,月Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,1B,自－２０１,前期,金Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,1C,Ｇ２４０９,前期,木Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,1D,Ｇ２５０６,後期,月Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,1E,Ｇ３２０２,後期,月Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,21,Ｇ３３０１,前期,月Ⅳ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,22,Ｇ３４０２,後期,金Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,23,Ｇ２４０８,前期,月Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,24,Ｇ３２０３,前期,月Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,25,Ｇ２５０６,後期,月Ⅳ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,26,Ｇ２４０８,後期,木Ⅳ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,27,Ｇ２５０５,後期,金Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,28,Ｇ２５０５,後期,金Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,29,Ｇ２５０６,後期,木Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,2A,Ｇ２４０９,前期,月Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,2B,自－２０１,前期,金Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,2C,Ｇ３４０１,前期,木Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,2D,Ｇ３４０２,後期,月Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,2E,Ｇ３４０３,後期,月Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,31,Ｇ２５０７,前期,金Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,32,Ｇ３２０３,後期,金Ⅲ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,35,Ｇ３４０２,後期,月Ⅳ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,37,Ｇ３２０３,後期,金Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,38,Ｇ３２０３,後期,金Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,39,Ｇ２５０５,後期,木Ⅱ,選択,2
（共通）,G2841000,日本語リテラシ,1年・2年・3年・4年,3D,Ｇ３２０２,後期,月Ⅲ,選択,2
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,11,Ｇ３５０１,後期,水Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,12,Ｇ３５０４,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,13,Ｇ３５０１,後期,水Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,14,Ｇ３５０１,後期,木Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,15,Ｇ３５０１,後期,木Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,16,Ｇ３５０１,後期,金Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,17,Ｇ３５０１,後期,金Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,18,Ｇ３４０１,後期,火Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,19,Ｇ３５０１,後期,火Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,1A,Ｇ３５０１,後期,火Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,1B,Ｇ３５０３,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年・2年・3年・4年,1C,自－２０１,後期,月Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,21,Ｇ３５０２,後期,木Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,22,Ｇ３５０２,後期,木Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,23,Ｇ３５０２,後期,水Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,24,Ｇ３５０１,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,25,Ｇ３５０２,後期,水Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,26,Ｇ３５０２,後期,金Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,27,Ｇ３５０２,後期,金Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,28,Ｇ３４０３,後期,火Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,29,Ｇ３５０２,後期,火Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,2A,Ｇ３５０３,後期,火Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,2B,Ｇ３４０２,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年・2年・3年・4年,2C,自－２０２,後期,月Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,31,Ｇ３４０１,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,32,Ｇ３５０２,後期,火Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,33,Ｇ３５０３,後期,水Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,34,Ｇ３５０２,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,35,Ｇ３５０３,後期,水Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,36,Ｇ３５０３,後期,木Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,37,Ｇ３５０３,後期,木Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,38,Ｇ３５０３,後期,火Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,39,Ｇ３５０３,後期,火Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,3A,Ｇ３５０３,後期,金Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,3B,Ｇ３５０３,後期,金Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年・2年・3年・4年,3C,自－２０３,後期,月Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,41,Ｇ３５０４,後期,火Ⅱ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,42,Ｇ３５０４,後期,水Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,43,Ｇ３４０３,後期,火Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,44,Ｇ３５０４,後期,水Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,45,Ｇ３４０２,後期,火Ⅳ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,46,Ｇ３５０４,後期,金Ⅲ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,47,Ｇ３５０４,後期,金Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,48,Ｇ３４０３,後期,火Ⅰ,選必,1
（共通）,G3834000,コミュニカティブイングリッシュＢ,1年,51,Ｇ３５０２,後期,火Ⅳ,選必,1
（共通）,G3835000,英語ワークショップＡ：スピーキング＆プレ,1年・2年・3年・4年,A1,Ｇ３５０１,前期,水Ⅱ,選必,1
（共通）,G3835000,英語ワークショップＡ：スピーキング＆プレ,1年・2年・3年・4年,A2,Ｇ３２０２,後期,水Ⅱ,選必,1
（共通）,G3835000,英語ワークショップＡ：スピーキング＆プレ,1年・2年・3年・4年,B1,自－２０２,前期,水Ⅱ,選必,1
（共通）,G3835000,英語ワークショップＡ：スピーキング＆プレ,1年・2年・3年・4年,C1,Ｇ３５０１,前期,月Ⅱ,選必,1
（共通）,G3836000,英語ワークショップＢ：上級リーディング,1年・2年・3年・4年,A1,Ｇ３２０１,前期,木Ⅱ,選必,1
（共通）,G3836000,英語ワークショップＢ：上級リーディング,1年・2年・3年・4年,A2,Ｇ３２０２,後期,木Ⅱ,選必,1
（共通）,G3837000,英語ワークショップＣ：ビジネスTOEIC,1年・2年・3年・4年,A2,Ｇ３５０４,後期,月Ⅱ,選必,1
（共通）,G3837000,英語ワークショップＣ：ビジネスTOEIC,1年・2年・3年・4年,B1,Ｇ３３０１,前期,火Ⅳ,選必,1
（共通）,G3837000,英語ワークショップＣ：ビジネスTOEIC,1年・2年・3年・4年,B2,Ｇ２４０９,後期,火Ⅳ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,A1,Ｇ２４０９,前期,水Ⅲ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,A2,Ｇ２３０９（ＬＬ教室）,後期,水Ⅲ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,B1,Ｇ３３０３,前期,木Ⅲ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,B2,Ｇ２３０９（ＬＬ教室）,後期,木Ⅲ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,C1,Ｇ３２０１,前期,金Ⅱ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,C2,自－２０２,後期,水Ⅱ,選必,1
（共通）,G3838000,英語ワークショップＤ：海外留学英語,1年・2年・3年・4年,D2,Ｇ３３０３,後期,金Ⅱ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X1,Ｇ２５０５,前期,木Ⅲ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X2,自－３０１,前期,月Ⅰ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X3,Ｇ２５０６,前期,金Ⅲ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X4,Ｇ２５０７,前期,金Ⅳ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X5,Ｇ２５０５,前期,月Ⅱ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X6,Ｇ２５０５,前期,月Ⅰ,選必,1
（共通）,G3839000,ドイツ語Ａ,1年・2年・3年・4年,X7,Ｇ２５０５,前期,木Ⅳ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X1,Ｇ３２０１,後期,木Ⅲ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X2,自－３０１,後期,月Ⅰ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X3,Ｇ２５０７,後期,金Ⅲ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X4,Ｇ２５０５,後期,木Ⅳ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X5,Ｇ２５０７,後期,金Ⅳ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X6,Ｇ２５０５,後期,月Ⅰ,選必,1
（共通）,G3840000,ドイツ語Ｂ,1年・2年・3年・4年,X7,Ｇ２４０９,後期,月Ⅱ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X1,自－３０５,前期,月Ⅰ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X2,Ｇ３５０１,前期,月Ⅰ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X3,Ｇ３５０２,前期,木Ⅲ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X4,Ｇ３５０２,前期,木Ⅳ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X5,Ｇ３５０３,前期,月Ⅰ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X6,Ｇ２４０９,前期,金Ⅳ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X7,Ｇ２４０９,前期,金Ⅲ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X8,Ｇ３５０３,前期,木Ⅳ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,X9,Ｇ３４０２,前期,月Ⅱ,選必,1
（共通）,G3841000,フランス語Ａ,1年・2年・3年・4年,XA,Ｇ３４０１,前期,金Ⅲ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X1,自－３０５,後期,月Ⅰ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X2,Ｇ３５０２,後期,月Ⅰ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X3,Ｇ３４０３,後期,木Ⅲ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X4,Ｇ３４０３,後期,木Ⅳ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X5,Ｇ３４０３,後期,月Ⅰ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X6,Ｇ２４０９,後期,金Ⅳ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X7,Ｇ２４０９,後期,金Ⅲ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X8,Ｇ３４０１,後期,木Ⅳ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,X9,Ｇ３４０２,後期,月Ⅱ,選必,1
（共通）,G3842000,フランス語Ｂ,1年・2年・3年・4年,XA,Ｇ３４０１,後期,金Ⅲ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X1,Ｇ２４０８,前期,木Ⅲ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X2,Ｇ２４０８,前期,木Ⅳ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X3,Ｇ２５０７,前期,月Ⅱ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X4,Ｇ２５０５,前期,金Ⅲ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X5,自－２０１,前期,月Ⅰ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X6,Ｇ３４０１,前期,月Ⅰ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X7,Ｇ３３０１,前期,金Ⅳ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X8,Ｇ２４０７,前期,金Ⅲ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,X9,Ｇ２４０８,前期,金Ⅳ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,XA,Ｇ３４０３,前期,木Ⅳ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,XB,Ｇ３２０１,前期,月Ⅰ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,XC,Ｇ３２０２,前期,木Ⅳ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,XD,Ｇ３５０３,前期,月Ⅱ,選必,1
（共通）,G3843000,中国語Ａ,1年・2年・3年・4年,XE,Ｇ３３０１,前期,月Ⅰ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X1,Ｇ２４０８,後期,木Ⅲ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X2,Ｇ３５０１,後期,木Ⅳ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X3,Ｇ２３１０,後期,月Ⅱ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X4,Ｇ２５０５,後期,金Ⅲ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X5,自－２０１,後期,月Ⅰ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X6,Ｇ３４０２,後期,月Ⅰ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X7,Ｇ２３１１,後期,金Ⅳ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,X8,Ｇ３５０３,後期,木Ⅳ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,XA,Ｇ３３０２,後期,木Ⅳ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,XB,Ｇ３２０３,後期,月Ⅰ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,XC,Ｇ３２０１,後期,月Ⅱ,選必,1
（共通）,G3844000,中国語Ｂ,1年・2年・3年・4年,XD,Ｇ２５０６,後期,月Ⅰ,選必,1
（共通）,G9107000,教育実習,4年,X1,,通年,時間外,必修,2
（共通）,G9109000,教育心理学,1年・2年・3年・4年,X1,Ｇ２４０８,後期,水Ⅴ,必修,2
（共通）,G9109000,教育心理学,1年・2年・3年・4年,X2,自－別２０４,後期,水Ⅰ,必修,2
（共通）,G9115000,教育の方法と技術,3年・4年,X1,Ｇ２４０７,前期,木Ⅴ,必修,2
（共通）,G9115000,教育の方法と技術,3年・4年,X2,自－別２０４,前期,金Ⅰ,必修,2
（共通）,G9116000,工業科教育法１,3年・4年,X1,Ｇ２４０８,前期,火Ⅴ,必修,2
（共通）,G9117000,理科教育法１,3年・4年,X1,Ｇ３４０１,前期,木Ⅳ,必修,2
（共通）,G9119000,情報科教育法１,3年・4年,X1,Ｇ３４０１,前期,木Ⅵ,必修,2
（共通）,G9120000,教育相談,3年・4年,X1,Ｇ２４０８,後期,金Ⅴ,必修・選択,2
（共通）,G9120000,教育相談,3年・4年,X2,自－別２０４,後期,火Ⅳ,必修,2
（共通）,G9122000,教育原論,1年・2年・3年・4年,X1,Ｇ２４０７,前期,火Ⅴ,必修,2
（共通）,G9122000,教育原論,1年・2年・3年・4年,X2,自－別２０１,前期,金Ⅱ,必修,2
（共通）,G9123000,教育制度論,1年・2年・3年・4年,X1,Ｇ２５０７,後期,火Ⅴ,必修・選択,2
（共通）,G9123000,教育制度論,1年・2年・3年・4年,X2,自－別２０４,後期,金Ⅳ,必修,2
（共通）,G9124000,教育実習演習,4年,X1,Ｇ２５０７,前期,火Ⅵ,必修,1
（共通）,G9125000,商業科教育法１,3年・4年,X1,Ｇ３４０１,前期,木Ⅰ,必修,2
（共通）,G9125000,商業科教育法１,3年・4年,X2,自－３０１,後期,木Ⅰ,必修,2
（共通）,G9126000,教職論,2年・3年・4年,X1,Ｇ２４０８,前期,木Ⅴ,必修・選択,2
（共通）,G9126000,教職論,2年・3年・4年,X2,自－別２０４,前期,金Ⅱ,必修,2
（共通）,G9127000,教職実践演習（高）,4年,X1,Ｇ２３１０,後期,火Ⅲ,必修,2
（共通）,G9128000,工業科教育法２,3年・4年,X1,Ｇ３４０１,後期,木Ⅴ,必修,2
（共通）,G9129000,情報科教育法２,3年・4年,X1,Ｇ３４０１,後期,月Ⅴ,必修,2
（共通）,G9130000,理科教育法２,3年・4年,X1,Ｇ３４０１,後期,火Ⅴ,必修,2
（共通）,G9131000,商業科教育法２,3年・4年,X1,Ｇ３４０１,後期,木Ⅴ,必修,2
（共通）,G9131000,商業科教育法２,3年・4年,X2,自－３０１,後期,木Ⅱ,必修,2
（共通）,G9132000,特別支援論,2年・3年,X1,Ｇ２４０８,後期,火Ⅴ,必修,2
（共通）,G9132000,特別支援論,2年・3年,X2,自－別２０４,後期,火Ⅰ,必修,2
（共通）,G9133000,教育課程論,2年・3年・4年,X1,Ｇ２３１１,後期,金Ⅴ,必修,2
（共通）,G9133000,教育課程論,2年・3年・4年,X2,自－別２０４,後期,火Ⅱ,必修,2
（共通）,G9134000,特別活動論（総合的な学習の時間の指導法）,2年・3年・4年,X1,Ｇ２４０７,後期,水Ⅴ,必修,2
（共通）,G9134000,特別活動論（総合的な学習の時間の指導法）,2年・3年・4年,X2,自－別２０４,後期,木Ⅲ,必修,2
（共通）,G9135000,生徒指導論（進路指導を含む）,4年,X1,Ｇ２３１１,前期,金Ⅲ,必修,2
（共通）,G9135000,生徒指導論（進路指導を含む）,4年,X2,自－別２０４,前期,火Ⅰ,必修,2
（共通）,G9224000,教職特論１,2年・3年・4年,X1,Ｇ２５０５,前期,火Ⅰ,選択,2
（共通）,G9224000,教職特論１,2年・3年・4年,X2,自－別２０４,前期,金Ⅲ,選択,2
（共通）,G9225000,教職特論２,2年・3年・4年,X1,Ｇ２５０７,後期,火Ⅳ,選択,2
（共通）,G9225000,教職特論２,2年・3年・4年,X2,自－別２０４,後期,月Ⅰ,選択,2
（共通）,G9226000,教職特論３,3年・4年,X1,Ｇ２５０５,前期,火Ⅰ,選択,2
（共通）,G9226000,教職特論３,3年・4年,X2,自－別２０４,前期,金Ⅲ,選択,2
（共通）,G9227000,教職特論４,3年・4年,X1,Ｇ２５０７,後期,火Ⅳ,選択,2
（共通）,G9227000,教職特論４,3年・4年,X2,自－別２０４,後期,月Ⅰ,選択,2