フォルダ名,科目コード,科目名,対象学年,クラスコード,講義室,開講学期,曜日・時限,単位区分,単位数
工学部,M1096000,物理学（力学）,1年・2年・3年・4年,41,Ｇ２２０８,後期,金Ⅰ,必修,2
工学部,M1096000,物理学（力学）,2年・3年・4年,再履１,Ｇ２２０９,前期,木Ⅴ,必修,2
工学部,M1096000,物理学（力学）,2年・3年・4年,再履２,Ｇ２２０８,前期,火Ⅴ,必修,2
工学部,M1096000,物理学（力学）,1年・2年・3年・4年,再履３,Ｇ２２０８,後期,火Ⅴ,必修,2
工学部,M1098000,機械力学２,2年・3年・4年,11,Ｇ３２０３,前期,金Ⅲ,必修,2
工学部,M1098000,機械力学２,2年・3年・4年,21,Ｇ１５１,前期,水Ⅲ,必修,2
工学部,M1100000,機械材料,1年・2年・3年・4年,11,Ｇ１５１,前期,火Ⅳ,必修,2
工学部,M1100000,機械材料,1年・2年・3年・4年,21,Ｇ２５１,前期,月Ⅲ,必修,2
工学部,M1105000,流体力学１,2年・3年・4年,11,Ｇ１５１,前期,月Ⅱ,必修,2
工学部,M1105000,流体力学１,2年・3年・4年,21,Ｇ１５２,前期,水Ⅱ,必修,2
工学部,M1106000,流体力学２,2年・3年・4年,11,Ｇ２５１,後期,水Ⅰ,必修,2
工学部,M1106000,流体力学２,2年・3年・4年,21,Ｇ２２０８,後期,水Ⅳ,必修,2
工学部,M1107000,プログラミング,1年・2年・3年・4年,11,情教実習室Ａ,通年,月Ⅰ・金Ⅰ,必修,2
工学部,M1107000,プログラミング,1年・2年・3年・4年,21,情教実習室Ａ,通年,月Ⅰ・金Ⅰ,必修,2
工学部,M1108000,機械設計工学,2年・3年・4年,11,Ｇ２５２,前期,水Ⅲ,必修,2
工学部,M1108000,機械設計工学,2年・3年・4年,21,１３－１０１,前期,木Ⅲ,必修,2
工学部,M1109000,制御工学,2年・3年・4年,11,１－３０３,後期,水Ⅲ,必修,2
工学部,M1109000,制御工学,2年・3年・4年,21,Ｇ１５２,後期,水Ⅰ,必修,2
工学部,M1110000,生産加工学,3年・4年,11,１－４０１,前期,金Ⅳ,必修,2
工学部,M1110000,生産加工学,3年・4年,21,１－５０１,前期,木Ⅰ,必修,2
工学部,M1111000,機械製図１,1年,X1,１３－１０１,前期,木Ⅰ・木Ⅱ,必修,2
工学部,M1111000,機械製図１,2年・3年・4年,再履１,Ｇ２５２,前期,木Ⅰ・木Ⅱ,必修,2
工学部,M1112000,機械製図２,1年,X1,１３－１０１,後期,木Ⅰ・木Ⅱ,必修,2
工学部,M1112000,機械製図２,2年・3年・4年,再履１,Ｇ１５１,後期,木Ⅰ・木Ⅱ,必修,2
工学部,M1113000,統合設計製作１,2年・3年・4年,11,１３－２０１,前期,月Ⅲ・月Ⅳ,必修,2
工学部,M1113000,統合設計製作１,2年・3年・4年,21,１３－２０１,前期,火Ⅲ・火Ⅳ,必修,2
工学部,M1114000,統合設計製作２,2年・3年・4年,11,１３－１０１,後期,月Ⅲ・月Ⅳ,必修,2
工学部,M1114000,統合設計製作２,2年・3年・4年,21,１３－１０１,後期,火Ⅲ・火Ⅳ,必修,2
工学部,M1115000,統合設計製作３,3年・4年,11,情教実習室Ａ,前期,水Ⅲ・水Ⅳ,必修,2
工学部,M1115000,統合設計製作３,3年・4年,21,情教実習室Ａ,前期,水Ⅰ・水Ⅱ,必修,2
工学部,M1116000,データサイエンス基礎数理,1年・2年,11,Ｇ２２０９,前期,月Ⅰ,必修,2
工学部,M1116000,データサイエンス基礎数理,1年・2年,21,１－３０３,前期,月Ⅰ,必修,2
工学部,M2001000,エネルギー変換工学,3年・4年,X1,Ｇ１５１,後期,金Ⅳ,選択,2
工学部,M2006000,化学,3年・4年,X1,Ｇ２２１０,後期,火Ⅱ,選択,2
工学部,M2012000,確率・統計,3年・4年,X1,１－４０１,前期,月Ⅳ,選択,2
工学部,M2032000,計測工学,3年・4年,X1,Ｇ２２１０,前期,木Ⅲ,選択,2
工学部,M2040000,材料工学,1年・2年・3年・4年,X1,Ｇ２２１０,後期,水Ⅰ,選択,2
工学部,M2072000,伝熱工学,3年・4年,X1,１３－４０１,後期,月Ⅲ,選択,2
工学部,M2093000,微分方程式,2年・3年・4年,11,Ｇ２３１０,後期,金Ⅲ,選択,2
工学部,M2093000,微分方程式,2年・3年・4年,21,Ｇ２３１１,後期,金Ⅲ,選択,2
工学部,M2113000,機械設計製図,3年・4年,X1,１３－１０１,後期,水Ⅲ・水Ⅳ,選択,2
工学部,M2118000,電気工学,1年・2年・3年・4年,X1,Ｇ２３１０,後期,火Ⅳ,選択,2
工学部,M2119000,先端材料,4年,X1,１３－４０１,前期,木Ⅰ・木Ⅱ,選択,2
工学部,M2128000,職業指導,4年,X1,Ｇ２３１１,前期,金Ⅳ,選択,2
工学部,M2131000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
工学部,M2132000,微分積分２及び演習,1年,11,Ｇ２５０５,後期,火Ⅰ・火Ⅱ,選択,3
工学部,M2132000,微分積分２及び演習,1年,21,Ｇ２５０６,後期,火Ⅰ・火Ⅱ,選択,3
工学部,M2132000,微分積分２及び演習,1年,31,Ｇ２５０７,後期,火Ⅰ・火Ⅱ,選択,3
工学部,M2132000,微分積分２及び演習,1年・2年・3年・4年,41,Ｇ２３１０,後期,火Ⅰ・火Ⅱ,選択,3
工学部,M2132000,微分積分２及び演習,2年・3年・4年,再履１,Ｇ２２０８,前期,木Ⅴ・木Ⅵ,選択,3
工学部,M2134000,物理学（電磁気学）,2年・3年・4年,11,Ｇ２５２,前期,金Ⅰ,選択,2
工学部,M2134000,物理学（電磁気学）,2年・3年・4年,21,Ｇ２５０６,前期,金Ⅰ,選択,2
工学部,M2135000,機械デザインセミナー,1年・2年・3年・4年,X1,１３－１０１,後期,水Ⅱ,選択,1
工学部,M2136000,応用材料力学,2年・3年,X1,Ｇ２２１０,後期,木Ⅱ,選択,2
工学部,M2137000,機械要素設計,2年・3年・4年,X1,Ｇ２２１０,後期,水Ⅱ,選択,2
工学部,M2138000,電子回路,2年・3年・4年,X1,Ｇ２５２,後期,木Ⅰ,選択,2
工学部,M2139000,制御工学応用,3年・4年,X1,１－４０１,前期,金Ⅲ,選択,2
工学部,M2140000,センサ・アクチュエータ工学,3年・4年,X1,Ｇ２２０８,後期,火Ⅰ,選択,2
工学部,M2141000,数値解析法,3年・4年,X1,１３－１０１,後期,月Ⅱ,選択,2
工学部,M2142000,品質工学,4年,X1,１３－１０１,前期,月Ⅰ,選択,2
工学部,M2146000,自動車工学概論,3年・4年,X1,１－３０３,前期,木Ⅱ,選択,2
工学部,M2147000,航空宇宙工学概論,3年・4年,X1,Ｇ２２０８,前期,木Ⅳ,選択,2
工学部,M2148000,ロボット工学概論,3年・4年,X1,Ｇ３５０４,前期,月Ⅱ,選択,2
工学部,M2148000,ロボット工学概論,3年・4年,Z9,Ｇ３５０４,前期,月Ⅱ,選択,2
工学部,M2149000,生産プロセス工学,3年・4年,X1,Ｇ２５１,後期,木Ⅲ,選択,2
工学部,M2150000,流体システム,3年・4年,X1,１－４０１,後期,金Ⅲ,選択,2
工学部,M2151000,マイクロ・ナノ工学,3年・4年,X1,Ｇ２２１０,前期,金Ⅰ,選択,2
工学部,M2159000,アドバンスエンジニア概論,1年・2年・3年・4年,X1,１３－１０１,後期,木Ⅲ,選択,2
工学部,M2160000,アドバンスエンジニアリング英語１,2年・3年・4年,X1,Ｇ３４０３,前期,木Ⅰ,選択,2
工学部,M2161000,アドバンスエンジニアリング英語２,2年・3年・4年,X1,１３－３０１,後期,金Ⅰ,選択,2
工学部,M2162000,アドバンスエンジニアリング１,3年・4年,X1,１３－２０１,前期,金Ⅱ,選択,2
工学部,M2163000,アドバンスエンジニアリング２,3年・4年,X1,１３－４０１,後期,水Ⅱ,選択,2
工学部,M2164000,プロフェッショナルエンジニアリング１,4年,X1,１３－２０１,前期,金Ⅰ,選択,2
工学部,M2165000,プロフェッショナルエンジニアリング２,4年,X1,１３－４０１,後期,木Ⅴ,選択,2
工学部,M2166000,生体工学,4年,X1,１３－３０１,前期,水Ⅳ,選択,2
工学部,M2167000,機械工学セミナー,1年・2年・3年・4年,X1,１３－１０１,前期,金Ⅱ,選択,1
工学部,M2170000,技術者倫理,1年・2年・3年・4年,11,Ｇ１５１,前期,木Ⅳ,選択,2
工学部,M2170000,技術者倫理,1年・2年・3年・4年,21,Ｇ２５１,前期,木Ⅲ,選択,2
工学部,M2171000,コンピュータリテラシ,1年・2年・3年・4年,11,セ－実習室１,前期,木Ⅲ,選択,2
工学部,M2171000,コンピュータリテラシ,1年・2年・3年・4年,21,セ－実習室１,前期,木Ⅳ,選択,2
工学部,P0204000,キャリア意識形成,2年,12,Ｇ３５０２,前期,月Ⅱ,選択,2
工学部,P0204000,キャリア意識形成,2年,22,１２－２０１,後期,月Ⅲ,選択,2
工学部,P0207000,キャリアデザイン,3年・4年,11,Ｇ２４０７,後期,木Ⅳ,選択,2
工学部,P0207000,キャリアデザイン,3年・4年,21,Ｇ３２０３,後期,木Ⅳ,選択,2
工学部,P0208000,工学基礎数理,3年・4年,再履１,Ｇ２３１０,前期,火Ⅴ,選択,2
工学部,P1001000,線形代数１,1年・2年・3年・4年,11,Ｇ２３１０,前期,水Ⅲ,必修,2
工学部,P1001000,線形代数１,1年・2年・3年・4年,21,Ｇ２３１１,前期,水Ⅲ,必修,2
工学部,P1002000,線形代数２,1年・2年・3年・4年,11,Ｇ２３１０,後期,水Ⅲ,必修,2
工学部,P1002000,線形代数２,1年・2年・3年・4年,21,Ｇ２３１１,後期,水Ⅲ,必修,2
工学部,P1003000,微分積分１及び演習,1年,11,Ｇ２４０７,前期,火Ⅰ・火Ⅱ,必修,3
工学部,P1003000,微分積分１及び演習,1年,21,Ｇ１５２,前期,火Ⅰ・火Ⅱ,必修,3
工学部,P1003000,微分積分１及び演習,1年,31,Ｇ３４０３,前期,火Ⅰ・火Ⅱ,必修,3
工学部,P1003000,微分積分１及び演習,1年・2年・3年・4年,41,Ｇ２５２,前期,火Ⅰ・火Ⅱ,必修,3
工学部,P1003000,微分積分１及び演習,1年・2年・3年・4年,再履１,Ｇ２２０８,後期,水Ⅴ・水Ⅵ,必修,3
工学部,P1003000,微分積分１及び演習,1年・2年・3年・4年,再履２,Ｇ２２０８,後期,木Ⅴ・木Ⅵ,必修,3
工学部,P1004000,物理学（力学）,1年,11,１－３０３,後期,金Ⅰ,必修,2
工学部,P1004000,物理学（力学）,1年,21,Ｇ２３１１,後期,金Ⅰ,必修,2
工学部,P1004000,物理学（力学）,1年,31,Ｇ２５１,後期,金Ⅰ,必修,2
工学部,P1004000,物理学（力学）,1年・2年・3年・4年,41,Ｇ２２０８,後期,金Ⅰ,必修,2
工学部,P1004000,物理学（力学）,2年・3年・4年,再履１,Ｇ２２０９,前期,木Ⅴ,必修,2
工学部,P1004000,物理学（力学）,2年・3年・4年,再履２,Ｇ２２０８,前期,火Ⅴ,必修,2
工学部,P1004000,物理学（力学）,1年・2年・3年・4年,再履３,Ｇ２２０８,後期,火Ⅴ,必修,2
工学部,P1005000,物理実験,2年・3年・4年,X1,10号６・７Ｆ,前期,木Ⅲ・木Ⅳ,必修,2
工学部,P1006000,材料力学１,1年,X1,１－５０１,前期,金Ⅱ,必修,2
工学部,P1006000,材料力学１,2年・3年・4年,再履１,１３－１０１,前期,月Ⅴ,必修,2
工学部,P1007000,材料力学２,1年,X1,１－５０１,後期,金Ⅱ,必修,2
工学部,P1007000,材料力学２,2年・3年・4年,再履１,１－３０３,後期,木Ⅴ,必修,2
工学部,P1008000,機械力学１,1年・2年・3年・4年,X1,Ｇ２１１０,後期,金Ⅳ,必修,2
工学部,P1009000,機械力学２,2年・3年・4年,X1,１－５０２,前期,火Ⅰ,必修,2
工学部,P1010000,流体力学１,2年・3年・4年,X1,Ｇ１５１,前期,月Ⅲ,必修,2
工学部,P1011000,流体力学２,2年・3年・4年,X1,１３－１０１,後期,金Ⅱ,必修,2
工学部,P1012000,熱力学１,2年・3年・4年,X1,１３－１０１,前期,火Ⅱ,必修,2
工学部,P1013000,熱力学２,2年・3年・4年,X1,１－３０３,後期,水Ⅱ,必修,2
工学部,P1014000,機械材料,1年・2年・3年・4年,X1,Ｇ２２１０,前期,月Ⅳ,必修,2
工学部,P1015000,プログラミング,1年・2年・3年・4年,11,セ－実習室１・セ－実習室２,通年,月Ⅳ・金Ⅰ,必修,2
工学部,P1015000,プログラミング,1年・2年・3年・4年,21,セ－実習室１・セ－実習室２,通年,月Ⅳ・金Ⅰ,必修,2
工学部,P1016000,機械設計工学,2年・3年・4年,X1,１－３０３,前期,水Ⅲ,必修,2
工学部,P1017000,機構学,2年・3年・4年,X1,１－４０１,前期,水Ⅱ,必修,2
工学部,P1018000,制御工学,2年・3年・4年,X1,１－３０３,後期,水Ⅰ,必修,2
工学部,P1019000,生産加工学,3年・4年,X1,１３－１０１,前期,水Ⅳ,必修,2
工学部,P1020000,機械製図１,1年・2年・3年・4年,X1,Ｇ２５２,前期,木Ⅰ・木Ⅱ,必修,2
工学部,P1021000,機械製図２,1年・2年・3年・4年,X1,Ｇ１５１,後期,木Ⅰ・木Ⅱ,必修,2
工学部,P1022000,統合設計製作１,2年・3年・4年,X1,１３－２０１,前期,火Ⅲ・火Ⅳ,必修,2
工学部,P1023000,統合設計製作２,2年・3年・4年,X1,１３－１０１,後期,火Ⅲ・火Ⅳ,必修,2
工学部,P1024000,統合設計製作３,3年・4年,X1,情教実習室Ａ,前期,火Ⅲ・火Ⅳ,必修,2
工学部,P1025000,機械工学実験１,3年・4年,X1,１３－１０１,前期,金Ⅲ・金Ⅳ,必修,2
工学部,P1026000,機械工学実験２,3年・4年,X1,１３－１０１,後期,金Ⅲ・金Ⅳ,必修,2
工学部,P1027000,卒業研究,4年,X1,,通年,時間外,必修,4
工学部,P1028000,データサイエンス基礎数理,1年・2年,11,Ｇ２２０８,前期,火Ⅳ,必修,2
工学部,P1028000,データサイエンス基礎数理,1年・2年,21,Ｇ２５２,前期,火Ⅳ,必修,2
工学部,P2001000,微分積分２及び演習,1年,11,Ｇ２５０５,後期,火Ⅰ・火Ⅱ,選択,3
工学部,P2001000,微分積分２及び演習,1年,21,Ｇ２５０６,後期,火Ⅰ・火Ⅱ,選択,3
工学部,P2001000,微分積分２及び演習,1年,31,Ｇ２５０７,後期,火Ⅰ・火Ⅱ,選択,3
工学部,P2001000,微分積分２及び演習,1年・2年・3年・4年,41,Ｇ２３１０,後期,火Ⅰ・火Ⅱ,選択,3
工学部,P2001000,微分積分２及び演習,2年・3年・4年,再履１,Ｇ２２０８,前期,木Ⅴ・木Ⅵ,選択,3
工学部,P2002000,微分方程式,2年・3年・4年,X1,Ｇ１５２,後期,木Ⅳ,選択,2
工学部,P2003000,確率・統計,3年・4年,X1,Ｇ２３１０,前期,月Ⅲ,選択,2
工学部,P2004000,物理学（電磁気学）,2年・3年・4年,X1,Ｇ２５２,前期,金Ⅱ,選択,2
工学部,P2005000,創造リサーチセミナー,1年・2年・3年・4年,X1,１３－３０１,後期,月Ⅲ,選択,1
工学部,P2006000,創造デザインセミナー,2年・3年・4年,X1,１３－３０１,前期,木Ⅱ,選択,1
工学部,P2007000,材料工学,1年・2年・3年・4年,X1,Ｇ２３１１,後期,火Ⅳ,選択,2
工学部,P2008000,電気工学,1年・2年・3年・4年,X1,Ｇ２５２,後期,水Ⅱ,選択,2
工学部,P2009000,応用材料力学,2年・3年,X1,Ｇ２２０８,後期,木Ⅲ,選択,2
工学部,P2010000,機械要素設計,2年・3年・4年,X1,１－５０２,後期,水Ⅳ,選択,2
工学部,P2011000,電子回路,2年・3年・4年,X1,Ｇ２５２,後期,木Ⅱ,選択,2
工学部,P2012000,制御工学応用,3年・4年,X1,１２－２０１,前期,木Ⅰ,選択,2
工学部,P2013000,計測工学,3年・4年,X1,Ｇ２３１０,前期,木Ⅱ,選択,2
工学部,P2014000,伝熱工学,3年・4年,X1,Ｇ２５２,後期,火Ⅰ,選択,2
工学部,P2015000,センサ・アクチュエータ工学,3年・4年,X1,Ｇ２５０５,後期,木Ⅲ,選択,2
工学部,P2016000,化学,3年・4年,X1,Ｇ２４０７,後期,火Ⅳ,選択,2
工学部,P2017000,数値解析法,3年・4年,X1,１３－２０１,後期,月Ⅱ,選択,2
工学部,P2018000,品質工学,4年,X1,１３－１０１,前期,月Ⅰ,選択,2
工学部,P2022000,自動車工学概論,2年・3年・4年,X1,Ｇ２２１０,後期,月Ⅱ,選択,2
工学部,P2022000,自動車工学概論,2年・3年・4年,Z9,Ｇ２２１０,後期,月Ⅱ,選択,2
工学部,P2023000,航空宇宙工学概論,2年・3年・4年,X1,１３－１０１,後期,火Ⅱ,選択,2
工学部,P2023000,航空宇宙工学概論,2年・3年・4年,Z9,１３－１０１,後期,火Ⅱ,,
工学部,P2025000,航空構造力学,3年・4年,X1,１３－２０１,前期,木Ⅳ,選択,2
工学部,P2026000,カーエレクトロニクス,3年・4年,X1,１３－３０１,後期,月Ⅳ,選択,2
工学部,P2027000,空気力学,3年・4年,X1,Ｇ２５１,後期,火Ⅱ,選択,2
工学部,P2028000,ロケット工学,4年,X1,１３－２０１,前期,火Ⅱ,選択,2
工学部,P2029000,ロボット工学概論,2年・3年・4年,X1,１３－１０１,後期,火Ⅰ,選択,2
工学部,P2030000,ディジタル回路,3年・4年,X1,１３－３０１,前期,木Ⅲ,選択,2
工学部,P2031000,ロボット運動学,3年・4年,X1,Ｇ２１１０,前期,水Ⅲ,選択,2
工学部,P2032000,ロボット制御,3年・4年,X1,１３－２０１,後期,木Ⅱ,選択,2
工学部,P2033000,マイコンプログラミング,3年・4年,11,マイコン室１,通年,月Ⅰ・月Ⅳ,選択,2
工学部,P2033000,マイコンプログラミング,3年・4年,21,マイコン室１,通年,月Ⅰ・月Ⅳ,選択,2
工学部,P2035000,情報処理,4年,X1,１３－３０１,前期,木Ⅳ,選択,2
工学部,P2036000,職業指導,4年,X1,Ｇ２３１１,前期,金Ⅳ,選択,2
工学部,P2044000,アドバンスエンジニア概論,1年・2年・3年・4年,X1,１３－１０１,後期,木Ⅲ,選択,2
工学部,P2045000,アドバンスエンジニアリング英語１,2年・3年・4年,X1,Ｇ３４０３,前期,木Ⅰ,選択,2
工学部,P2046000,アドバンスエンジニアリング英語２,2年・3年・4年,X1,１３－３０１,後期,金Ⅰ,選択,2
工学部,P2047000,アドバンスエンジニアリング１,3年・4年,X1,１３－２０１,前期,金Ⅱ,選択,2
工学部,P2048000,アドバンスエンジニアリング２,3年・4年,X1,１３－４０１,後期,水Ⅱ,選択,2
工学部,P2049000,プロフェッショナルエンジニアリング１,4年,X1,１３－２０１,前期,金Ⅰ,選択,2
工学部,P2050000,プロフェッショナルエンジニアリング２,4年,X1,１３－４０１,後期,木Ⅴ,選択,2
工学部,P2051000,自動車構造力学,3年・4年,X1,１３－１０１,前期,水Ⅱ,選択,2
工学部,P2052000,先進自動車論,4年,X1,１３－３０１,前期,水Ⅲ,選択,2
工学部,P2053000,ヒューマンロボットインタラクション,4年,X1,マイコン室２,前期,月Ⅲ,選択,2
工学部,P2054000,生体工学,4年,X1,１３－３０１,前期,水Ⅳ,選択,2
工学部,P2055000,機械創造セミナー,1年・2年・3年・4年,X1,１３－２０１,前期,水Ⅱ,選択,1
工学部,P2056000,技術者倫理,1年・2年・3年・4年,X1,Ｇ２２０８,前期,月Ⅲ,選択,2
工学部,P2057000,コンピュータリテラシ,1年・2年・3年・4年,X1,セ－実習室１,前期,月Ⅰ,選択,2
工学部,P2059000,インターンシップ,1年・2年・3年・4年,X1,,後期,集中,選択,2
工学部,S0204000,キャリア意識形成,2年,X1,Ｇ３４０３,前期,月Ⅱ,選択,2
工学部,S0205000,現代社会と倫理,3年・4年,X1,１－３０３,後期,金Ⅳ,選択,2
工学部,S0207000,キャリアデザイン,3年・4年,11,Ｇ２４０９,前期,火Ⅳ,選択,2
工学部,S0207000,キャリアデザイン,3年・4年,21,Ｇ２５０５,前期,火Ⅳ,選択,2
工学部,S1001000,線形代数１,1年・2年・3年・4年,11,Ｇ２５０６,前期,水Ⅳ,必修,2
工学部,S1001000,線形代数１,1年・2年・3年・4年,21,Ｇ２５０５,前期,水Ⅳ,必修,2
工学部,S1002000,線形代数２,1年・2年・3年・4年,11,Ｇ２５０７,後期,水Ⅳ,必修,2
工学部,S1002000,線形代数２,1年・2年・3年・4年,21,Ｇ２５０６,後期,水Ⅳ,必修,2
工学部,S1003000,微分積分１及び演習,1年,11,Ｇ１５２,前期,火Ⅲ・火Ⅳ,必修,3
工学部,S1003000,微分積分１及び演習,1年・2年・3年・4年,21,Ｇ２５０６,前期,火Ⅲ・火Ⅳ,必修,3
工学部,S1003000,微分積分１及び演習,1年・2年・3年・4年,再履１,Ｇ２２０８,後期,水Ⅴ・水Ⅵ,必修,3
工学部,S1003000,微分積分１及び演習,1年・2年・3年・4年,再履２,Ｇ２２０８,後期,木Ⅴ・木Ⅵ,必修,3
工学部,S1004000,物理学（力学）,1年,11,Ｇ２２０８,後期,火Ⅱ,必修,2
工学部,S1004000,物理学（力学）,1年・2年・3年・4年,21,Ｇ２４０８,後期,火Ⅱ,必修,2
工学部,S1004000,物理学（力学）,2年・3年・4年,再履１,Ｇ２２０９,前期,木Ⅴ,必修,2
工学部,S1004000,物理学（力学）,2年・3年・4年,再履２,Ｇ２２０８,前期,火Ⅴ,必修,2
工学部,S1004000,物理学（力学）,1年・2年・3年・4年,再履３,Ｇ２２０８,後期,火Ⅴ,必修,2
工学部,S1005000,物理学（波動）,2年・3年・4年,X1,１－３０３,前期,金Ⅰ,必修,2
工学部,S1005000,物理学（波動）,2年・3年・4年,再履１,Ｇ２２０９,後期,木Ⅴ,必修,2
工学部,S1006000,物理実験,2年・3年・4年,X1,10号６・７Ｆ,前期,金Ⅲ・金Ⅳ,必修,2
工学部,S1007000,情報処理演習,3年・4年,X1,情教実習室Ｂ,前期,金Ⅲ・金Ⅳ,必修,2
工学部,S1008000,構造実験,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1009000,水理実験,3年・4年,X1,７－２０５,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1010000,土質実験,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1011000,材料実験,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
工学部,S1012000,防災実習,3年・4年,X1,７－２０１・７－２０３,通年,水Ⅲ・水Ⅳ,必修,1
